id,icao_code,iata_code,name,type,city_id,country_id,continent_id,website_url,created_at,updated_at,latitude_deg,longitude_deg,elevation_ft,wikipedia_link
437,KAUO,AUO,Auburn University Regional Airport,small_airport,3029,188,4,,2024-06-27 0:00:00,2024-06-27 0:00:00,32.615101,-85.433998,777,https://en.wikipedia.org/wiki/Auburn-Opelika_Robert_G._Pitts_Airport
439,NTMN,AUQ,Hiva Oa-Atuona Airport,medium_airport,48063,198,6,,2024-06-27 0:00:00,2024-06-27 0:00:00,-9.768790245,-139.0110016,1481,https://en.wikipedia.org/wiki/Atuona_Airport
440,LFLW,AUR,Aurillac Airport,medium_airport,3083,60,3,,2024-06-27 0:00:00,2024-06-27 0:00:00,44.89139938,2.421940088,2096,https://en.wikipedia.org/wiki/Aurillac_Airport
441,KAUS,AUS,Austin Bergstrom International Airport,large_airport,3095,188,4,http://www.ci.austin.tx.us/austinairport/,2024-06-27 0:00:00,2024-06-27 0:00:00,30.197535,-97.662015,542,https://en.wikipedia.org/wiki/Austin-Bergstrom_International_Airport
442,WPAT,AUT,Atauro Airport,small_airport,48064,176,1,,2024-06-27 0:00:00,2024-06-27 0:00:00,-8.243133,125.606378,29,https://en.wikipedia.org/wiki/Atauro_Island#Geography
443,YAUR,AUU,Aurukun Airport,small_airport,48065,9,6,,2024-06-27 0:00:00,2024-06-27 0:00:00,-13.354019,141.720028,31,https://en.wikipedia.org/wiki/Aurukun_Airport
444,AUV,AUV,Aumo Airport,small_airport,48066,137,6,,2024-06-27 0:00:00,2024-06-27 0:00:00,-5.731111111,148.4452778,450,
445,KAUW,AUW,Wausau Downtown Airport,medium_airport,45880,188,4,http://www.ci.wausau.wi.us/Departments/Airport/GeneralInformation.aspx,2024-06-27 0:00:00,2024-06-27 0:00:00,44.92620087,-89.62660217,1201,https://en.wikipedia.org/wiki/Wausau_Downtown_Airport
446,SWGN,AUX,Araguaína Airport,medium_airport,48067,24,5,,2024-06-27 0:00:00,2024-06-27 0:00:00,-7.22787,-48.240501,771,https://en.wikipedia.org/wiki/Aragua%C3%ADna_Airport
447,NVVA,AUY,Aneityum Airport,small_airport,48068,191,6,,2024-06-27 0:00:00,2024-06-27 0:00:00,-20.24920082,169.7709961,7,https://en.wikipedia.org/wiki/Anatom_Airport
448,KARR,AUZ,Aurora Municipal Airport,small_airport,48069,188,4,,2024-06-27 0:00:00,2024-06-27 0:00:00,41.77190018,-88.47570038,712,https://en.wikipedia.org/wiki/Aurora_Municipal_Airport_(Illinois)
449,ZUAS,AVA,Anshun Huangguoshu Airport,medium_airport,48070,36,1,,2024-06-27 0:00:00,2024-06-27 0:00:00,26.260556,105.873333,4812,https://en.wikipedia.org/wiki/Anshun_Huangguoshu_Airport
450,LIPA,AVB,Aviano Air Base,medium_airport,48071,82,3,http://www.aviano.af.mil/,2024-06-27 0:00:00,2024-06-27 0:00:00,46.031898,12.596503,410,https://en.wikipedia.org/wiki/Aviano_Air_Base
452,MUCA,AVI,Maximo Gomez Airport,medium_airport,9601,43,4,,2024-06-27 0:00:00,2024-06-27 0:00:00,22.02709961,-78.78959656,335,https://en.wikipedia.org/wiki/M%C3%A1ximo_G%C3%B3mez_Airport
453,ZMAH,AVK,Arvaikheer Airport,medium_airport,48072,117,1,,2024-06-27 0:00:00,2024-06-27 0:00:00,46.25030136,102.802002,5932,https://en.wikipedia.org/wiki/Arvaikheer_Airport
454,KAVL,AVL,Asheville Regional Airport,medium_airport,2818,188,4,,2024-06-27 0:00:00,2024-06-27 0:00:00,35.436199,-82.541801,2165,https://en.wikipedia.org/wiki/Asheville_Regional_Airport
455,LFMV,AVN,Avignon-Caumont Airport,medium_airport,48073,60,3,https://avignon.aero/,2024-06-27 0:00:00,2024-06-27 0:00:00,43.907299,4.90183,124,https://en.wikipedia.org/wiki/Avignon_-_Caumont_Airport
456,KAVO,AVO,Avon Park Executive Airport,small_airport,3151,188,4,,2024-06-27 0:00:00,2024-06-27 0:00:00,27.59119987,-81.52780151,160,https://en.wikipedia.org/wiki/Avon_Park_Executive_Airport
457,KAVP,AVP,Wilkes Barre Scranton International Airport,medium_airport,48074,188,4,http://www.flyavp.com/,2024-06-27 0:00:00,2024-06-27 0:00:00,41.33850098,-75.7233963,962,https://en.wikipedia.org/wiki/Wilkes-Barre/Scranton_International_Airport
458,LPAR,AVR,Alverca Air Base,medium_airport,45064,142,3,,2024-06-27 0:00:00,2024-06-27 0:00:00,38.883301,-9.0301,11,https://de.wikipedia.org/wiki/Milit%C3%A4rflugplatz_Alverca
460,YMAV,AVV,Avalon Airport,medium_airport,23073,9,6,https://www.avalonairport.com.au/,2024-06-27 0:00:00,2024-06-27 0:00:00,-38.039398,144.468994,35,https://en.wikipedia.org/wiki/Avalon_Airport
461,KAVQ,AVW,Marana Regional Airport,small_airport,25692,188,4,,2024-06-27 0:00:00,2024-06-27 0:00:00,32.409065,-111.216199,2031,https://en.wikipedia.org/wiki/Marana_Regional_Airport
462,KAVX,AVX,Catalina Airport,small_airport,48075,188,4,http://www.catalinaconservancy.org/index.php?s=visit&p=pilot_information,2024-06-27 0:00:00,2024-06-27 0:00:00,33.4049,-118.416,1602,https://en.wikipedia.org/wiki/Catalina_Airport
463,HALA,AWA,Hawassa International Airport,medium_airport,48076,57,2,,2024-06-27 0:00:00,2024-06-27 0:00:00,7.099869,38.396187,5450,https://en.wikipedia.org/wiki/Awasa_Airport
464,PG-AWB,AWB,Awaba Airport,small_airport,48077,137,6,,2024-06-27 0:00:00,2024-06-27 0:00:00,-8.006110191,142.7483521,32,https://en.wikipedia.org/wiki/Awaba_Airport
465,NVVB,AWD,Aniwa Airport,small_airport,48078,191,6,,2024-06-27 0:00:00,2024-06-27 0:00:00,-19.2346,169.6009,69,https://en.wikipedia.org/wiki/Aniwa_Airport
466,AWE,AWE,Alowe Airport,small_airport,48079,61,2,,2024-06-27 0:00:00,2024-06-27 0:00:00,-0.545,9.444,600,
467,PWAK,AWK,Wake Island Airfield,medium_airport,48080,188,6,,2024-06-27 0:00:00,2024-06-27 0:00:00,19.282437,166.636637,14,https://en.wikipedia.org/wiki/Wake_Island_Airfield
468,KAWM,AWM,West Memphis Municipal Airport,small_airport,46086,188,4,,2024-06-27 0:00:00,2024-06-27 0:00:00,35.13510132,-90.23439789,212,https://en.wikipedia.org/wiki/West_Memphis_Municipal_Airport
469,YADS,AWN,Alton Downs Airport,small_airport,1349,9,6,,2024-06-27 0:00:00,2024-06-27 0:00:00,-26.488959,139.259906,,https://en.wikipedia.org/wiki/Alton_Downs_Airport
471,OIAW,AWZ,Lieutenant General Qasem Soleimani International Airport,medium_airport,525,78,1,,2024-06-27 0:00:00,2024-06-27 0:00:00,31.3374,48.762001,66,https://en.wikipedia.org/wiki/Ahvaz_International_Airport
472,TQPF,AXA,Clayton J Lloyd International Airport,medium_airport,42545,205,4,http://www.news.ai/ref/airport.html,2024-06-27 0:00:00,2024-06-27 0:00:00,18.204773,-63.05383,127,https://en.wikipedia.org/wiki/Clayton_J._Lloyd_International_Airport
473,89NY,AXB,Maxson Airfield,small_airport,48081,188,4,https://web.archive.org/web/20161108041600/http://www.maxsonairfield.com/,2024-06-27 0:00:00,2024-06-27 0:00:00,44.312002,-75.90034,340,https://en.wikipedia.org/wiki/Maxson_Airfield
475,LGAL,AXD,Alexandroupoli Democritus Airport,medium_airport,48082,66,3,,2024-06-27 0:00:00,2024-06-27 0:00:00,40.8559,25.956301,24,https://en.wikipedia.org/wiki/Alexandroupoli_Airport
476,SSXX,AXE,Xanxerê Airport,small_airport,48083,24,5,,2024-06-27 0:00:00,2024-06-27 0:00:00,-26.875557,-52.373055,2986,https://pt.wikipedia.org/wiki/Aeroporto_de_Xanxer%C3%AA
477,AXF,AXF,Alxa Left Banner Bayanhot Airport,medium_airport,48084,36,1,,2024-06-27 0:00:00,2024-06-27 0:00:00,38.74831,105.58858,4560,https://en.wikipedia.org/wiki/Alxa_Left_Banner_Bayanhot_Airport
478,KAXA,AXG,Algona Municipal Airport,small_airport,48085,188,4,,2024-06-27 0:00:00,2024-06-27 0:00:00,43.078104,-94.271836,1219,https://en.wikipedia.org/wiki/Algona_Municipal_Airport
479,RJDA,AXJ,Amakusa Airport,small_airport,1402,85,1,,2024-06-27 0:00:00,2024-06-27 0:00:00,32.482498,130.158997,340,https://en.wikipedia.org/wiki/Amakusa_Airfield
480,OYAT,AXK,Ataq Airport,medium_airport,2931,195,1,,2024-06-27 0:00:00,2024-06-27 0:00:00,14.5513,46.826199,3735,https://en.wikipedia.org/wiki/Ataq_Airport
482,SKAR,AXM,El Eden Airport,medium_airport,2602,37,5,,2024-06-27 0:00:00,2024-06-27 0:00:00,4.45278,-75.7664,3990,https://en.wikipedia.org/wiki/El_Ed%C3%A9n_Airport
483,KAXN,AXN,Chandler Field,medium_airport,1118,188,4,,2024-06-27 0:00:00,2024-06-27 0:00:00,45.866299,-95.394699,1425,https://en.wikipedia.org/wiki/Alexandria_Municipal_Airport
484,AXO,AXO,Pantar Kabir Airport,small_airport,48086,77,1,,2024-06-27 0:00:00,2024-06-27 0:00:00,-8.244832,124.219108,18,
485,MYAP,AXP,Spring Point Airport,medium_airport,48087,12,4,,2024-06-27 0:00:00,2024-06-27 0:00:00,22.441799,-73.970901,11,https://en.wikipedia.org/wiki/Spring_Point_Airport
487,KAXS,AXS,Altus Quartz Mountain Regional Airport,small_airport,1365,188,4,,2024-06-27 0:00:00,2024-06-27 0:00:00,34.697952,-99.3385,1433,https://en.wikipedia.org/wiki/Altus/Quartz_Mountain_Regional_Airport
488,RJSK,AXT,Akita Airport,medium_airport,713,85,1,,2024-06-27 0:00:00,2024-06-27 0:00:00,39.615601,140.218994,313,https://en.wikipedia.org/wiki/Akita_Airport
489,HAAX,AXU,Axum Airport,medium_airport,48088,57,2,,2024-06-27 0:00:00,2024-06-27 0:00:00,14.1468,38.7728,6959,https://en.wikipedia.org/wiki/Axum_Airport
490,KAXV,AXV,Neil Armstrong Airport,small_airport,45757,188,4,,2024-06-27 0:00:00,2024-06-27 0:00:00,40.49340057,-84.29889679,913,https://en.wikipedia.org/wiki/Neil_Armstrong_Airport
491,KAXX,AXX,Angel Fire Airport,small_airport,48089,188,4,,2024-06-27 0:00:00,2024-06-27 0:00:00,36.422001,-105.290001,8380,https://en.wikipedia.org/wiki/Angel_Fire_Airport
492,SK-198,AYA,Ayapel Airport,small_airport,3194,37,5,,2024-06-27 0:00:00,2024-06-27 0:00:00,8.3,-75.15,120,https://en.wikipedia.org/wiki/Ayapel_Airport
493,SK-144,AYC,Ayacucho Airport,small_airport,3184,37,5,,2024-06-27 0:00:00,2024-06-27 0:00:00,8.6,-73.616667,415,
494,AU-AYD,AYD,Alroy Downs Airport,small_airport,48090,9,6,,2024-06-27 0:00:00,2024-06-27 0:00:00,-19.2908,136.078995,711,
495,SKYA,AYG,Yaguara Airport,small_airport,48091,37,5,,2024-06-27 0:00:00,2024-06-27 0:00:00,1.54417,-73.9333,812,
496,SK-047,AYI,Yari Airport,small_airport,48092,37,5,,2024-06-27 0:00:00,2024-06-27 0:00:00,-0.383333,-72.266667,569,
497,IN-0025,AYJ,Ayodhya Airport,medium_airport,13443,76,1,,2024-06-27 0:00:00,2024-06-27 0:00:00,26.751283,82.155295,335,https://en.wikipedia.org/wiki/Ayodhya_Airport
498,UAUR,AYK,Arkalyk North Airport,small_airport,48093,87,1,,2024-06-27 0:00:00,2024-06-27 0:00:00,50.3185997,66.95279694,1266,https://en.wikipedia.org/wiki/Arkalyk_Airport
500,AYM,AYM,Yas Island Seaplane Base,seaplane_base,148,186,1,,2024-06-27 0:00:00,2024-06-27 0:00:00,24.467,54.6103,0,
501,ZHAY,AYN,Anyang Yindu Airport,small_airport,2243,36,1,,2024-06-27 0:00:00,2024-06-27 0:00:00,36.1339,114.344002,,https://en.wikipedia.org/wiki/Anyang_Airport
502,SGAY,AYO,Aeropuerto Nacional de Juan De Ayolas,medium_airport,3216,138,5,,2024-06-27 0:00:00,2024-06-27 0:00:00,-27.378379,-56.856791,223,https://en.wikipedia.org/wiki/Juan_de_Ayolas_Airport
503,SPHO,AYP,Air Force Colonel Alfredo Mendivil Duarte Airport,medium_airport,3184,139,5,,2024-06-27 0:00:00,2024-06-27 0:00:00,-13.1548,-74.204399,8917,https://en.wikipedia.org/wiki/Coronel_FAP_Alfredo_Mendivil_Duarte_Airport
504,YAYE,AYQ,Ayers Rock Connellan Airport,medium_airport,47253,9,6,,2024-06-27 0:00:00,2024-06-27 0:00:00,-25.185913,130.97703,1626,https://en.wikipedia.org/wiki/Ayers_Rock_Airport
505,YAYR,AYR,Ayr Airport,small_airport,3221,9,6,,2024-06-27 0:00:00,2024-06-27 0:00:00,-19.595832,147.324495,41,
506,KAYS,AYS,Waycross Ware County Airport,small_airport,45890,188,4,,2024-06-27 0:00:00,2024-06-27 0:00:00,31.24909973,-82.39550018,142,https://en.wikipedia.org/wiki/Waycross-Ware_County_Airport
507,LTAI,AYT,Antalya International Airport,large_airport,2142,181,1,http://www.antalya.dhmi.gov.tr/havaalanlari/default.aspx?hv=4,2024-06-27 0:00:00,2024-06-27 0:00:00,36.898701,30.800501,177,https://en.wikipedia.org/wiki/Antalya_Airport
508,AYU,AYU,Aiyura Airport,small_airport,48094,137,6,,2024-06-27 0:00:00,2024-06-27 0:00:00,-6.338055556,145.9041667,5355,https://en.wikipedia.org/wiki/Aiyura_Airport
509,ID-AYW,AYW,Ayawasi Airport,small_airport,48095,77,1,,2024-06-27 0:00:00,2024-06-27 0:00:00,-1.159779,132.464082,1560,https://en.wikipedia.org/wiki/Ayawasi_Airport
510,SPAY,AYX,Teniente General Gerardo Pérez Pinedo Airport,medium_airport,48096,139,5,,2024-06-27 0:00:00,2024-06-27 0:00:00,-10.7291,-73.766502,751,https://en.wikipedia.org/wiki/Tnte._Gral._Gerardo_P%C3%A9rez_Pinedo_Airport
511,AYY,AYY,Arugam Bay SPB,seaplane_base,48097,166,1,,2024-06-27 0:00:00,2024-06-27 0:00:00,6.86,81.82388889,,
512,KIWA,AZA,Phoenix–Mesa Gateway Airport,medium_airport,26715,188,4,https://www.gatewayairport.com/,2024-06-27 0:00:00,2024-06-27 0:00:00,33.3078,-111.654999,1382,https://en.wikipedia.org/wiki/Phoenix%E2%80%93Mesa_Gateway_Airport
514,OIYY,AZD,Shahid Sadooghi Airport,medium_airport,46987,78,1,,2024-06-27 0:00:00,2024-06-27 0:00:00,31.9048996,54.2765007,4054,https://en.wikipedia.org/wiki/Shahid_Sadooghi_Airport
515,MX-AZG,AZG,Apatzingán - Pablo L. Sidar Airport,small_airport,48098,113,4,,2024-06-27 0:00:00,2024-06-27 0:00:00,19.093399,-102.393997,1033,https://es.wikipedia.org/wiki/Aeropuerto_Nacional_Pablo_L._Sidar
516,VEAH,AZH,Azamgarh Airport,small_airport,48099,76,1,,2024-06-27 0:00:00,2024-06-27 0:00:00,26.153333,83.118333,250,https://en.wikipedia.org/wiki/Azamgarh_Airport
517,OMAD,AZI,Al Bateen Executive Airport,medium_airport,148,186,1,,2024-06-27 0:00:00,2024-06-27 0:00:00,24.428301,54.458099,16,https://en.wikipedia.org/wiki/Al_Bateen_Executive_Airport
518,AZJ,AZJ,Zhenjiang Dalu Airport,small_airport,47625,36,1,,2024-06-27 0:00:00,2024-06-27 0:00:00,32.23649,119.718683,16,
519,SWTU,AZL,Fazenda Tucunaré Airport,small_airport,48100,24,5,,2024-06-27 0:00:00,2024-06-27 0:00:00,-13.465528,-58.866935,1814,
520,UTKA,AZN,Andizhan Airport,medium_airport,48101,190,1,,2024-06-27 0:00:00,2024-06-27 0:00:00,40.727699,72.293999,1515,https://en.wikipedia.org/wiki/Andizhan_Airport
521,KAZO,AZO,Kalamazoo Battle Creek International Airport,medium_airport,19637,188,4,,2024-06-27 0:00:00,2024-06-27 0:00:00,42.23490143,-85.55210114,874,https://en.wikipedia.org/wiki/Kalamazoo-Battle_Creek_International_Airport
522,MMJC,AZP,Aeropuerto Nacional Jorge Jiménez Cantú,small_airport,48102,113,4,,2024-06-27 0:00:00,2024-06-27 0:00:00,19.574155,-99.291183,8120,https://es.wikipedia.org/wiki/Aeropuerto_Nacional_Jorge_Jiménez_Cantú
523,DAUA,AZR,Touat Cheikh Sidi Mohamed Belkebir Airport,medium_airport,338,3,2,,2024-06-27 0:00:00,2024-06-27 0:00:00,27.837601,-0.186414,919,https://en.wikipedia.org/wiki/Touat_Cheikh_Sidi_Mohamed_Belkebir_Airport
524,MDCY,AZS,Samaná El Catey International Airport,medium_airport,36561,49,4,,2024-06-27 0:00:00,2024-06-27 0:00:00,19.269259,-69.737405,30,https://en.wikipedia.org/wiki/Saman%C3%A1_El_Catey_International_Airport
525,SK-392,AZT,Zapatoca Airport,small_airport,47419,37,4,,2024-06-27 0:00:00,2024-06-27 0:00:00,6.767724,-73.284444,6377,
526,FNAM,AZZ,Ambriz Airport,small_airport,1636,5,2,,2024-06-27 0:00:00,2024-06-27 0:00:00,-7.86222,13.1161,144,https://en.wikipedia.org/wiki/Ambriz_Airport
527,PG-BAA,BAA,Bialla Airport,small_airport,48103,137,6,,2024-06-27 0:00:00,2024-06-27 0:00:00,-5.330560207,151.0079956,51,
528,KBAB,BAB,Beale Air Force Base,medium_airport,26008,188,4,,2024-06-27 0:00:00,2024-06-27 0:00:00,39.136101,-121.436996,113,https://en.wikipedia.org/wiki/Beale_Air_Force_Base
529,SK-272,BAC,Barranca De Upia Airport,small_airport,48104,37,5,,2024-06-27 0:00:00,2024-06-27 0:00:00,4.583333,-72.966667,670,
530,KBAD,BAD,Barksdale Air Force Base,medium_airport,6446,188,4,,2024-06-27 0:00:00,2024-06-27 0:00:00,32.501801,-93.662697,166,https://en.wikipedia.org/wiki/Barksdale_Air_Force_Base
531,LFMR,BAE,Barcelonnette - Saint-Pons Airfield,small_airport,48105,60,3,https://www.aerodromebarcelonnette.fr/,2024-06-27 0:00:00,2024-06-27 0:00:00,44.387198,6.609186,3714,https://en.wikipedia.org/wiki/Barcelonnette_%E2%80%93_Saint-Pons_Airport
532,KBAF,BAF,Westfield-Barnes Regional Airport,medium_airport,46138,188,4,,2024-06-27 0:00:00,2024-06-27 0:00:00,42.157799,-72.715599,271,https://en.wikipedia.org/wiki/Westfield-Barnes_Regional_Airport
533,RPUB,BAG,Loakan Airport,medium_airport,3572,140,1,,2024-06-27 0:00:00,2024-06-27 0:00:00,16.37509918,120.6200027,4251,https://en.wikipedia.org/wiki/Loakan_Airport
534,OBBI,BAH,Bahrain International Airport,large_airport,25299,13,1,https://www.bahrainairport.bh/,2024-06-27 0:00:00,2024-06-27 0:00:00,26.267295,50.63764,6,https://en.wikipedia.org/wiki/Bahrain_International_Airport
535,MRBA,BAI,Buenos Aires Airport,medium_airport,33966,41,4,,2024-06-27 0:00:00,2024-06-27 0:00:00,9.163949,-83.330171,1214,https://en.wikipedia.org/wiki/Buenos_Aires_Airport_(Costa_Rica)
536,BAJ,BAJ,Bali Airport,small_airport,48106,137,6,,2024-06-27 0:00:00,2024-06-27 0:00:00,-4.883333333,149.1333333,90,
537,LTCJ,BAL,Batman Airport,medium_airport,4647,181,1,,2024-06-27 0:00:00,2024-06-27 0:00:00,37.92900085,41.11660004,1822,https://en.wikipedia.org/wiki/Batman_Airport
538,KBAM,BAM,Battle Mountain Airport,small_airport,48107,188,4,http://www.battlemountainairport.com/default.htm,2024-06-27 0:00:00,2024-06-27 0:00:00,40.59899902,-116.8740005,4532,https://en.wikipedia.org/wiki/Battle_Mountain_Airport
539,FZVR,BAN,Basongo Airport,small_airport,48108,39,2,,2024-06-27 0:00:00,2024-06-27 0:00:00,-4.315802,20.414891,1640,https://en.wikipedia.org/wiki/Basongo_Airport
540,VTED,BAO,Udorn Air Base,small_airport,48109,175,1,,2024-06-27 0:00:00,2024-06-27 0:00:00,17.38299942,102.8000031,,
541,SKBQ,BAQ,Ernesto Cortissoz International Airport,medium_airport,4470,37,5,,2024-06-27 0:00:00,2024-06-27 0:00:00,10.8896,-74.7808,98,https://en.wikipedia.org/wiki/Ernesto_Cortissoz_International_Airport
542,ZJQH,BAR,Qionghai Bo'ao Airport,medium_airport,48110,36,1,,2024-06-27 0:00:00,2024-06-27 0:00:00,19.140951,110.452766,30,https://en.wikipedia.org/wiki/Qionghai_Bo%27ao_Airport
543,AGGE,BAS,Ballalae Airport,small_airport,48111,161,6,,2024-06-27 0:00:00,2024-06-27 0:00:00,-6.990745,155.886656,5,https://en.wikipedia.org/wiki/Balalae_Airport
544,SBBT,BAT,Chafei Amsei Airport,medium_airport,4479,24,5,https://aeroportospaulistas.com.br/barretos/,2024-06-27 0:00:00,2024-06-27 0:00:00,-20.584631,-48.594125,1903,https://en.wikipedia.org/wiki/Barretos_Airport
545,ZBOW,BAV,Baotou Donghe Airport,medium_airport,4231,36,1,,2024-06-27 0:00:00,2024-06-27 0:00:00,40.560001,109.997002,3321,https://en.wikipedia.org/wiki/Baotou_Airport
546,UNBB,BAX,Barnaul Airport,medium_airport,4416,145,1,http://airaltay.ru/,2024-06-27 0:00:00,2024-06-27 0:00:00,53.36380005,83.53849792,837,https://en.wikipedia.org/wiki/Barnaul_Airport
547,LRBM,BAY,Maramureș International Airport,medium_airport,3608,144,3,https://aimm.eu/,2024-06-27 0:00:00,2024-06-27 0:00:00,47.660598,23.467252,605,https://en.wikipedia.org/wiki/Maramureș_Airport
548,SWBC,BAZ,Barcelos Airport,small_airport,4319,24,5,,2024-06-27 0:00:00,2024-06-27 0:00:00,-0.981191,-62.918603,112,https://en.wikipedia.org/wiki/Barcelos_Airport
549,SCBA,BBA,Balmaceda Airport,medium_airport,48112,35,5,https://aeropuertodebalmaceda.cl/,2024-06-27 0:00:00,2024-06-27 0:00:00,-45.915968,-71.689499,1722,https://en.wikipedia.org/wiki/Balmaceda_Airport
550,KBBB,BBB,Benson Municipal Airport,small_airport,48113,188,4,,2024-06-27 0:00:00,2024-06-27 0:00:00,45.33190155,-95.65059662,1039,http://www.iata.org/ps/publications/pages/code-search.aspx
551,KBYY,BBC,Bay City Regional Airport,small_airport,4705,188,4,http://www.flybaycity.com/,2024-06-27 0:00:00,2024-06-27 0:00:00,28.973301,-95.863503,45,https://en.wikipedia.org/wiki/Bay_City_Municipal_Airport
552,KBBD,BBD,Curtis Field,medium_airport,48114,188,4,,2024-06-27 0:00:00,2024-06-27 0:00:00,31.17930031,-99.32389832,1827,https://en.wikipedia.org/wiki/Curtis_Field
553,NGTU,BBG,Butaritari Airport,small_airport,48115,89,6,,2024-06-27 0:00:00,2024-06-27 0:00:00,3.08583,172.811005,5,https://en.wikipedia.org/wiki/Butaritari_Atoll_Airport
554,EDBH,BBH,Barth Airport,small_airport,4505,64,3,,2024-06-27 0:00:00,2024-06-27 0:00:00,54.338253,12.710515,23,https://en.wikipedia.org/wiki/Stralsund%E2%80%93Barth_Airport
555,VEBS,BBI,Biju Patnaik Airport,medium_airport,48116,76,1,http://aai.aero/allAirports/bhubaneshwar_generalinfo.jsp,2024-06-27 0:00:00,2024-06-27 0:00:00,20.24440002,85.81780243,138,https://en.wikipedia.org/wiki/Biju_Patnaik_Airport
556,EDRB,BBJ,Bitburg Airport,small_airport,5941,64,3,,2024-06-27 0:00:00,2024-06-27 0:00:00,49.945278,6.565,1220,https://en.wikipedia.org/wiki/Bitburg_Airport
557,FBKE,BBK,Kasane Airport,medium_airport,20265,23,2,,2024-06-27 0:00:00,2024-06-27 0:00:00,-17.832899,25.162399,3289,https://en.wikipedia.org/wiki/Kasane_Airport
559,VDBG,BBM,Battambang Airport,medium_airport,4658,30,1,,2024-06-27 0:00:00,2024-06-27 0:00:00,13.0956,103.223999,59,https://en.wikipedia.org/wiki/Battambang_Airport
560,WBGZ,BBN,Bario Airport,medium_airport,48117,106,1,,2024-06-27 0:00:00,2024-06-27 0:00:00,3.734648,115.478548,3350,https://en.wikipedia.org/wiki/Bario_Airport
561,HCMI,BBO,Berbera Airport,medium_airport,5268,162,2,,2024-06-27 0:00:00,2024-06-27 0:00:00,10.385035,44.936723,30,https://en.wikipedia.org/wiki/Berbera_Airport
562,EGHJ,BBP,Bembridge Airport,small_airport,48118,187,3,http://www.eghj.com/,2024-06-27 0:00:00,2024-06-27 0:00:00,50.67810059,-1.109439969,53,https://en.wikipedia.org/wiki/Bembridge_Airport
563,TAPH,BBQ,Codrington Airport,medium_airport,48119,6,4,,2024-06-27 0:00:00,2024-06-27 0:00:00,17.635799,-61.828602,15,https://en.wikipedia.org/wiki/Codrington_Airport
564,TFFB,BBR,Basse-Terre Baillif Airport,small_airport,4589,206,4,,2024-06-27 0:00:00,2024-06-27 0:00:00,16.013648,-61.742928,59,https://en.wikipedia.org/wiki/Baillif_Airport
565,EGLK,BBS,Blackbushe Airport,medium_airport,48120,187,3,http://www.blackbusheairport.co.uk/,2024-06-27 0:00:00,2024-06-27 0:00:00,51.32389832,-0.847500026,325,https://en.wikipedia.org/wiki/Blackbushe_Airport
566,FEFT,BBT,Berbérati Airport,medium_airport,48121,33,2,,2024-06-27 0:00:00,2024-06-27 0:00:00,4.221580029,15.78639984,1929,https://en.wikipedia.org/wiki/Berb%C3%A9rati_Airport
567,LRBS,BBU,Bucharest Băneasa Aurel Vlaicu International Airport,medium_airport,6964,144,3,http://www.baneasa-airport.ro/,2024-06-27 0:00:00,2024-06-27 0:00:00,44.503201,26.1021,297,https://en.wikipedia.org/wiki/Aurel_Vlaicu_International_Airport
568,DIGN,BBV,Nero-Mer Airport,small_airport,48122,83,2,,2024-06-27 0:00:00,2024-06-27 0:00:00,4.643413067,-6.923961639,20,https://en.wikipedia.org/wiki/Nero-Mer_Airport
569,KBBW,BBW,Broken Bow Municipal Airport,small_airport,48123,188,4,,2024-06-27 0:00:00,2024-06-27 0:00:00,41.43650055,-99.64219666,2547,https://en.wikipedia.org/wiki/Broken_Bow_Municipal_Airport
570,KLOM,BBX,Wings Field,small_airport,32554,188,4,,2024-06-27 0:00:00,2024-06-27 0:00:00,40.13750076,-75.26509857,302,https://en.wikipedia.org/wiki/Wings_Field
571,FEFM,BBY,Bambari Airport,small_airport,3867,33,2,,2024-06-27 0:00:00,2024-06-27 0:00:00,5.847012,20.64992,1549,https://en.wikipedia.org/wiki/Bambari_Airport
572,FLZB,BBZ,Zambezi Airport,small_airport,47387,196,2,,2024-06-27 0:00:00,2024-06-27 0:00:00,-13.535996,23.10559,3538,https://en.wikipedia.org/wiki/Zambezi_Airport
573,MUBA,BCA,Gustavo Rizo Airport,medium_airport,4249,43,4,,2024-06-27 0:00:00,2024-06-27 0:00:00,20.36529922,-74.5062027,26,https://en.wikipedia.org/wiki/Gustavo_Rizo_Airport
574,KBCB,BCB,Virginia Tech Montgomery Executive Airport,small_airport,5977,188,4,http://www.vtbcb.com/index.php,2024-06-27 0:00:00,2024-06-27 0:00:00,37.20759964,-80.40779877,2132,https://en.wikipedia.org/wiki/Virginia_Tech_Montgomery_Executive_Airport
575,Z48,BCC,Bear Creek 3 Airport,small_airport,48124,188,4,,2024-06-27 0:00:00,2024-06-27 0:00:00,63.57331604,-156.1494541,740,https://en.wikipedia.org/wiki/Bear_Creek_3_Airport
576,RPVB,BCD,Bacolod-Silay Airport,medium_airport,48125,140,1,http://www.bacolod-silayairport.com/,2024-06-27 0:00:00,2024-06-27 0:00:00,10.7764,123.014999,82,https://en.wikipedia.org/wiki/Bacolod%E2%80%93Silay_Airport
577,KBCE,BCE,Bryce Canyon Airport,medium_airport,48126,188,4,http://www.brycecanyonairport.com/,2024-06-27 0:00:00,2024-06-27 0:00:00,37.70640183,-112.1449966,7590,https://en.wikipedia.org/wiki/Bryce_Canyon_Airport
